serial_no,stockist_code,stockist_name,month,filename,division_code,product_name,company_product_name,pack,opening_qty,opening_value,purchase_qty,purchase_value,sales_qty,sales_value,closing_qty,closing_value,Remark
288,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,LOBATE S OINT,LOBATE S OINTMENT 30GM,30GM,11,,10,,5,919,16,2647,
289,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,LOBATE SKIN CREAM,LOBATE SKIN CREAM 30GM,30GM,19,,0,,6,1150,13,2242,
290,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,MELAGARD MATTE SPF 30+,,50GM,0,,0,,0,0,0,0,
291,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,MELAGARD MATTE SPF 50+,,50GM,0,,0,,0,0,0,0,
292,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,MELAGARD NEW 50+,New MELAGARD 50+ 60ml,60ML,5,,0,,0,0,5,2565,
293,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,SELSUN DAILY SHAMPOO,SELSUN 120ml,120ML,0,,0,,0,0,0,0,
294,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,SELSUN DAILY SHAMPOO (2 IN,,1) 200ML,0,,0,,0,0,0,0,
295,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,SELSUN S SHAMPOO,Selsun S Shampoo 120 ml,120ML,24,,0,,9,3679,15,5519,
296,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,SELSUN SUSP,Selsun susp. 200 ml,200ML,10,,10,,10,5029,10,4114,
297,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,90,SUPRACTIV NEW CAP,,15CAP,0,,0,,0,0,0,0,
298,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,65,SURBEX CV,,15TAB,0,,0,,0,0,0,0,
299,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,SURBEX FE 30MG CHEW,,15TAB,10,,10,,8,2376,12,3207,
300,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,TYZA CREAM,TYZA CREAM 15GM,30GM,5,,0,,1,128,4,461,
301,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,TYZA DUSTING POW,TYZA DUSTING POWDER 50GM,50GM,10,,0,,2,359,8,1294,
302,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,TYZA M CREAM,TYZA M CREAM 10GM,10GM,10,,10,,10,954,10,859,
303,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,TYZA TAB,TYZA TABLETS 10S,10,9,,0,,4,858,5,965,
304,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,70,XEVOR 5MG TAB,XEVOR TABS 10S,15,11,,0,,0,0,13,484,
305,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN 500 TAB,GLUFORMIN XL 500 10'S,10TAB,30,,0,,0,0,30,407,
306,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN G1 FORTE,Gluformin G 1 Forte 10s,15,6,,0,,6,966,0,0,
307,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN G1 TAB,Gluformin G1 tablets 15's,15TAB,27,,0,,12,1671,15,1880,
308,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN G2 FORTE,Gluformin G2 Forte New 15s,15,8,,0,,3,684,5,1026,
309,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN G2 TAB,Gluformin G2 tablets 15'S,15TAB,25,,0,,6,1312,19,3739,
310,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN GS FORTE 1MG TAB,Gluformin GS forte 2mg tabs 10s,10TAB,0,,0,,0,0,0,0,
311,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN GS FORTE 2MG TAB,Gluformin GS forte 2mg tabs 10s,10TAB,0,,0,,0,0,0,0,
312,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN XL 1000 (DPCO),,15TAB,29,,0,,8,395,21,934,
313,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUFORMIN XL 500MG,GLUFORMIN XL 500 10'S,15TAB,45,,0,,16,405,29,661,
314,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUJECT 10MG,,15TAB,30,,0,,5,972,25,4376,
315,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,GLUJECT S 10MG TAB,Gluject -S 10mg Tab 10s,10TAB,14,,10,,10,1815,14,2287,
316,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,JANUMET 50/1000MG TAB,JANUMET 50/1000MG 2X15 TAB,15TAB,116,,60,,78,21172,98,23940,
317,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,JANUMET 50/500MG TAB,JANUMET 50/500MG 2X15 TAB,15TAB,207,,60,,96,25715,171,41225,
318,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,JANUMET XR CP,JANUMET XRCP 2x7 TAB Combipack,7+7,47,,0,,31,6864,16,3189,
319,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,JANUVIA 100MG TAB,JANUVIA 100MG 7s TAB,7,151,,50,,71,14960,130,24653,
320,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,JANUVIA 50MG TAB,JANUVIA 50MG 7s TAB,7,84,,100,,54,11186,130,24236,
321,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,NEOMERCAZOLE 10MG TAB (DPCO),,130,28,,10,,16,7205,22,8916,
322,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,NEOMERCAZOLE 20MG TAB (DPCO),,130,5,,3,,2,2935,6,7924,
323,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,NEOMERCAZOLE 5MG TAB (DPCO),,130,44,,0,,19,4372,25,5205,
324,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,TRIBET 1 TAB,TRIBET -1 Tabs 15s,15,26,,0,,6,1438,20,4314,
325,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,72,TRIBET 2 TAB,TRIBET-2 Tabs 15s,15TAB,48,,40,,40,11459,48,12375,
326,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,93,CROTOREX HC CREAM,CROTORAX  HC CREAM 10g,10GM,14,,20,,14,1013,20,1303,
327,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,93,QUADRIDERM RF CREAM,Quadriderm RF Cream 5 g,5GM,139,,0,,21,1208,118,6752,
328,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,B STIL 24MG TAB,,10TAB,0,,0,,0,0,0,0,
329,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,BILAZEST 20MG TAB,Bilazest 20mg Tab - 10s,10,19,,100,,29,4503,90,12578,
330,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,BILAZEST M TAB,BILAZEST M TAB,10TAB,25,,100,,33,5585,92,15048,
331,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,CLARIBID 250 DS SUSP,,30ML,0,,0,,0,0,0,0,
332,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,CLARIBID 250MG TAB (DPCO),,10TAB,36,,100,,45,8812,91,16038,
333,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,CLARIBID 500MG TAB (DPCO),,10TAB,125,,0,,67,21498,58,16925,
334,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,CLARIBID OD 1MG,,7,10,,0,,1,402,9,3253,
335,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,CLARIBID OD 500MG TAB,Claribid OD 1g 07 Tabs,7TAB,21,,20,,19,4749,22,4949,
336,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,ESSENTIALE L 1 G,Essentiale-L 1 g,10CAP,0,,0,,0,0,0,0,
337,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,PHENARGAN 10MG TAB,PHENERGAN 10MG TABS 10S,10TAB,51,,0,,11,171,40,592,
338,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,PHENARGAN 25MG TAB,PHENERGAN 10MG TABS 10S,10TAB,64,,150,,124,5026,90,3528,
339,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,PHENERGAN INJ,PHENERGAN INJ 2 ML AMPL,2ML,40,,700,,0,0,740,8488,
340,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,PHENERGAN SY,PHENERGAN SYRUP 100ML,100ML,39,,0,,13,567,26,1020,
341,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,PHENSEDYL T SYRUP,,100ML,0,,0,,0,0,0,0,
342,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,SOLSPRE F MIST,Solspre F Mist 6g Nasal Spray,6GM,0,,25,,1,392,24,8469,
343,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,SOLSPRE NASAL SPRAY,,100ML,1,,50,,20,7966,31,11113,
344,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,STEMETIL INJ,STEMETIL INJ 1ML AMPL,1ML,500,,500,,312,6423,688,13258,
345,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,STEMETIL MD TAB,Stemetil MD 15s,15,140,,120,,111,16568,149,20017,
346,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,STEMETIL VM TAB,Stemetil VM 15s Tablet,15TAB,11,,0,,1,161,10,1446,
347,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,SUPRA PLUS,Supra Plus - 15s,15,0,,300,,4,199,296,13276,
348,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,TIXYLIX G SYRUP,Tixylix G Syrup 60ml,60ML,34,,25,,36,2457,23,1545,
349,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,TIXYLIX LS,,100ML,6,,80,,9,945,77,7745,
350,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,TIXYLIX LS JR. SYRUP,,60ML,120,,0,,17,1333,103,7271,
351,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,TIXYLIX NEW SYRUP,TIXYLIX NEW SYRUP 60ML,60ML,503,,0,,39,3448,464,36920,
352,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,TIXYLIX SY,TIXYLIX NEW SYRUP 60ML,60ML,0,,0,,0,0,0,0,
353,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,LINGRETIN D TAB,Lingretin D tabs 10s,10,0,,0,,0,0,0,0,
354,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,ABVIDA 50MG TAB,Abvida 50mg 15s Tabs Sales Pack,15TAB,20,,0,,0,0,20,2823,
355,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,ABVIDA M 50MG/500MG TAB,,15TAB,14,,10,,8,1656,16,3279,
356,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,ABVIDA TRIO 500MG TAB,Abvida Trio 500 10s Tab,10,9,,10,,9,1175,10,1293,
357,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,EMPEXEL 10MG TAB,EMPEXEL 10 Sale Pack 15 Tabs,15TAB,24,,0,,0,0,24,2314,
358,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,EMPEXEL 25MG TAB,EMPEXEL 25 Sale Pack 15 Tabs,15TAB,14,,0,,3,386,11,1273,
359,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,EMPEXEL L 25/5MG TAB,,10TAB,7,,10,,3,386,14,1620,
360,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,EMPEXEL M 12.5/1000MG TAB,Empexel M 12.5/1000mg 10s Tab Sale,10TAB,40,,0,,0,0,40,5141,
361,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,EMPEXEL M 12.5/500MG TAB,Empexel M 12.5/1000mg 10s Tab Sale,10TAB,17,,0,,0,0,17,1748,
362,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,EMPEXEL M SR 10/1000,EMPEXEL M SR 10/1000 15S TABS,15,40,,0,,0,0,40,6557,
363,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,EMPEXEL M SR 25/1000,EMPEXEL M SR 25/1000 15S TABS,15,30,,0,,0,0,30,5496,
364,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,NERVUP FORTE TAB NEW,New Nervup forte 15s Tab,15TAB,0,,0,,0,0,0,0,
365,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,NERVUP INJ,NERVUP INJ. 1ML - BD SYRINGE,1ML,15,,0,,1,102,14,1291,
366,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,NERVUP OD,,15CAP,32,,15,,20,6264,26,7329,
367,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,NERVUP PG CAP,Nervup PG Capsules 10s,10CAP,8,,10,,4,1031,14,3248,
368,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,67,PPG 0.2MG,,30TAB,11,,10,,5,1032,16,2971,
369,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,67,PPG 0.3MG,,30TAB,22,,0,,10,3139,12,3390,
370,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,67,PPG MET 0.2,PPG MET 0.3 10s,10TAB,14,,0,,3,320,11,1161,
371,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,67,PPG MET 0.3,PPG MET 0.3 10s,10TAB,10,,0,,3,485,7,1018,
372,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,67,PPG R 0.5,PPG R 0.5 Tab 15s,15,0,,0,,0,0,0,0,
373,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,67,PPG R 1,,15,0,,0,,0,0,0,0,
374,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,TRIBETROL 1 TAB,TRIBETROL 1 TABS 15S,15TAB,5,,0,,0,0,5,891,
375,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,TRIBETROL 2 TAB,TRIBETROL 2 TABS 15S,15TAB,9,,0,,0,0,9,2159,
376,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,76,BASITON FORTE TAB,,15TAB,4,,10,,1,43,13,508,
377,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,DURAJOINT GM TAB,Durajoint GM Tablets 10T,10TAB,40,,30,,30,9318,40,11181,
378,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,76,ENLIVA CAP,Enliva (10's),10CAP,22,,0,,2,398,20,3581,
379,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,73,ESOGA RD CAP,Esoga-RD Caps  10's Strip pack,10CAP,87,,60,,66,8816,81,9737,
380,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,KENACORT 10MG INJ,KENACORT 10MG/ML INJECTION,1ML,100,,150,,107,7274,143,8749,
381,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,KENACORT 40MG INJ,KENACORT 40MG/ML INJECTION,1ML,126,,0,,35,5655,91,13232,
382,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,KENACORT 4MG TAB,KENACORT 4MG TAB 15S,15,25,,30,,25,3191,30,3746,
383,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,KENACORT HEXA 20MG INJ,,1ML,0,,0,,0,0,0,0,
384,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,KENACORT NEW 0.1%APPLICATOR,,7.5GM,81,,900,,857,101435,124,14483,
385,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,LIMCEE TAB,Limcee Chewable Tabs 500 mg 15s,15TAB,923,,1800,,1527,28708,1196,20236,
386,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,MONTI FX TAB,Monti-FX tabs 10s,10TAB,21,,0,,7,1462,14,2631,
387,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,POLIEXAR 2MG CAP,Poliexar Capsule 2mg,10CAP,12,,0,,4,528,8,996,
388,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,76,SETGI CAP,SETGI  CAPSULES  10S,10CAP,8,,0,,0,0,8,874,
389,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,TOOTHMIN,ToothMin 70GM,70GM,15,,0,,10,2400,5,1080,
390,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,TOSSEX SYRUP,TOSSEX SYRUP 120 ML,120ML,85,,300,,123,24177,262,50249,
391,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,TOSSEX DMR SYRUP,TOSSEX DMR SYRUP -100 ML,100ML,68,,0,,6,659,62,6127,
392,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,75,TOSSEX NEW SYRUP,,100ML,0,,0,,0,0,0,0,
393,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,76,ZIL O TAB,ZIL-O TABLETS 10s,10TAB,12,,0,,0,0,12,1444,
394,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,77,DEPSONIL 25 TAB,Depsonil 25 Tablets(FC) 10's,10TAB,252,,300,,252,3204,300,3681,
395,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,77,LIBRIUM 5MG TAB,Librium 5mg Tabs 15S Pack,15TAB,33,,0,,11,1167,22,2100,
396,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,77,MIGDITAN 100MG,,4,0,,0,,0,0,0,0,
397,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,77,MIGDITAN 50MG,,4,0,,0,,0,0,0,0,
398,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,77,RIVOTRIL 0.25MG (DPCO),,10TAB,195,,0,,157,2569,38,559,
399,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,77,RIVOTRIL 0.5MG TAB (DPCO),,15TAB,617,,600,,617,25982,600,22740,
400,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,77,RIVOTRIL 2 MG TAB,RIVOTRIL 0.5 MG TABS 10S,15,100,,100,,100,18906,100,17015,
401,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,AQUAVIRON CAP,Aquaviron capsules 10s,10CAP,11,,10,,7,1288,14,2319,
402,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,AQUAVIRON INJ,AQUAVIRON INJ. 1 ML,1ML,66,,0,,0,0,66,10982,
403,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,90,BETOGAIN SYRUP,BETONIN SYRUP 210 ML,200ML,0,,0,,0,0,0,0,
404,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,BETONIN AST medica,,210ML,0,,0,,0,0,0,0,
405,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,BETONIN AST,BETONIN AST 200ML,225ML,49,,0,,24,4538,25,4254,
406,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS BL SYRUP,Deletus BL Syrup 100ml,100ML,48,,0,,3,332,45,4487,
407,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS BX NEW SYRUP,DELETUS BX SYRUP 100 ML,100ML,54,,0,,10,1059,44,4195,
408,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS D PLUS SYRUP,Deletus LS Syrup 100ml,100ML,58,,110,,79,9495,89,9627,
409,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS LS JR. SYRUP,Deletus LS Jr. Syrup 60ml,60ML,61,,0,,44,3451,17,1200,
410,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS LS SYRUP,Deletus LS Syrup 100ml,100ML,25,,0,,8,821,17,1570,
411,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS P LIQUID,,100ML,53,,55,,42,5691,66,8049,
412,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS P NEW SYRUP,,100ML,0,,0,,0,0,0,0,
413,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DELETUS PEARLS,Deletus Pearls 10s,10TAB,12,,30,,10,759,32,2184,
414,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,DIPSALIC F OINT,Dipsalic F Ointment 20 g,30GM,23,,0,,12,2040,11,1683,
415,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,FLAGYL 200 MG (DPCO),,20,221,,390,,226,2722,385,4601,
